ws_users_activated,ws_users_deactivated,ws_users_invited,action_create_project,action_export_report,action_api_and_webhooks,action_time_entries_via_tracker,action_start_trial,action_import_csv,action_create_invoice,action_lock_entries,action_add_targets,action_connect_quickbooks,action_create_expense,action_project_budget,action_gps_tracking,action_screenshots,action_create_custom_field,country,value_days_to_purchase,value_number_of_active_months,value_transactions_number,value_regular_seats,value_kiosk_seats,revenue,churned_status
1,0,0,13,7,0,0,0,0,0,0,1,0,0,0,2,1,,Colombia,127,4,1,1,0,12.987,Yes
28,3,0,76,220,1,0,0,19,0,139,30,0,0,154,,,3,Spain,54,4,9,30,0,2163.356,No
2,2,0,14,5,0,0,0,0,0,0,0,0,0,0,,,,Arizona,48,2,8,2,0,168.558,No
11,0,0,5,3,0,0,0,0,0,12,0,0,0,0,,,,Spain,172,6,17,11,0,782.6,No
1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,116,5,2,4,0,103.896,Yes
6,0,0,149,0,1,0,0,0,0,0,0,0,0,0,1,,,Arkansas,97,3,6,5,1,323.791,No
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,Washington,23,1,1,2,0,25.974,Yes
1,0,0,43,77,0,0,0,0,0,0,0,0,13,21,,,1,Canada,153,8,10,1,0,91.416,Yes
9,3,0,12,17,0,0,0,0,0,2,2,0,0,0,2,1,,Alaska,30,2,11,15,0,1369.55,No
2,0,0,108,1,0,31,0,0,0,0,0,0,0,0,,,,Australia,0,8,8,2,0,207.792,No
1,0,0,19,0,0,0,0,0,0,0,0,0,1,58,,,,Finland,211,7,1,1,0,12.987,No
37,16,0,57,390,1,264,1,40,11,10,5,0,4,344,2,2,17,Alabama,209,7,11,37,0,3546.01,No
1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,,,,Minnesota,0,1,2,1,0,25.974,Yes
2,6,0,6,14,2,0,1,0,11,2,0,0,6,0,2,,,Germany,3,3,5,2,0,429.377,Yes
12,0,0,40,204,0,198,1,0,2,28,0,0,0,0,2,3,,Philippines,64,2,6,8,0,159.627,Yes
1,0,0,21,12,0,0,0,0,0,0,0,0,0,4,,,2,California,7,5,5,1,0,64.935,Yes
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,Australia,31,5,7,2,0,155.844,Yes
1,0,0,14,6,0,77,0,0,0,0,0,0,0,0,,,,Hong Kong,0,8,7,1,0,90.909,No
2,0,0,29,0,0,0,1,0,2,0,0,0,0,4,2,2,,Australia,63,6,5,2,0,129.87,Yes
3,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,1,,Paraguay,5,8,7,3,0,272.727,No
2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,,,New Zealand,31,1,3,2,0,51.948,Yes
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,Australia,1,0,8,1,0,64.909,Yes
15,1,0,12,234,7,84,0,0,71,0,0,0,8,13,,,,,240,8,13,15,0,1047.462,No
10,3,0,0,40,0,0,0,0,0,0,0,0,0,0,,,,Albania,137,5,4,10,0,382.928,No
1,0,0,30,11,1,19,0,0,0,0,0,1,0,101,,,,Canada,133,6,2,1,0,25.974,Yes
1,4,0,16,0,0,5,0,0,0,0,0,0,0,17,,,,Canada,35,1,7,1,0,259.779,Yes
1,0,0,6,2,0,0,1,0,1,0,0,0,0,0,2,4,,California,200,8,1,1,0,12.987,No
3,0,0,1,0,0,0,0,0,1,0,0,0,0,2,,,,Pennsylvania,1,0,1,3,0,38.961,Yes
1,0,0,1,1,0,0,0,0,24,0,0,0,0,0,,1,,Indonesia,1,8,7,1,0,90.909,No
1,0,0,6,0,0,0,1,0,0,0,0,0,0,21,,,2,Japan,198,8,1,1,0,12.987,No
7,6,0,46,7,0,0,0,0,0,0,2,0,0,5,1,1,,Brunei,153,5,3,8,0,101.062,Yes
1,0,0,2,24,0,0,0,0,0,0,0,0,0,0,,,,Indiana,0,7,7,1,0,90.909,No
5,0,0,55,33,0,17,0,0,3,0,1,0,3,24,,2,46,Germany,12,1,10,5,0,247.481,No
2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,,Illinois,0,3,4,2,0,103.896,Yes
16,2,1,60,32,1,64,1,0,0,0,1,0,0,11,,,1,Czechia,154,5,5,17,0,530.712,No
3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,,,,Canada,0,8,7,1,2,127.127,No
1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,,,,Texas,3,3,3,1,0,38.961,Yes
1,0,0,24,4,0,18,0,0,5,0,0,0,0,2,,2,,Australia,104,8,4,1,0,51.948,No
15,29,0,4,80,0,0,1,0,0,0,0,0,0,0,1,2,,Qatar,64,8,5,6,10,518.96,No
1,1,0,10,0,0,0,1,0,0,0,0,0,0,4,1,2,1,Texas,8,4,4,1,0,51.948,Yes
1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,,,,Georgia,1,0,4,1,0,38.831,Yes
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,0,2,3,7,0,272.727,Yes
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Illinois,0,4,5,1,0,64.935,Yes
2,0,0,40,3,0,0,0,0,0,0,0,0,0,0,,,,Montana,64,6,4,2,0,103.896,Yes
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,,Sri Lanka,0,0,1,2,0,25.974,Yes
1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,,,,Texas,0,0,2,2,0,25.844,Yes
1,16,0,183,17,0,0,0,0,0,0,0,0,0,27,2,,,Slovenia,39,2,8,17,0,1278.225,No
32,0,0,139,15,0,0,0,0,0,10,1,0,0,12,,,7,Egypt,34,7,8,44,0,3990.779,No
3,0,0,2,0,0,0,1,0,8,0,0,0,0,0,,,,,42,2,2,3,0,38.961,Yes
22,0,1,0,0,0,0,0,0,0,5,0,0,0,0,,,,Canada,0,0,10,5,18,105.651,Yes
8,1,0,13,31,1,0,0,0,0,0,0,0,0,0,,,,Georgia,19,8,7,10,0,909.09,No
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Pakistan,105,8,4,1,0,51.948,No
1,0,0,1,0,0,0,0,0,14,0,0,0,6,0,,,,Arizona,1,5,6,1,0,77.922,Yes
7,0,1,12,39,0,0,0,0,1,0,0,0,0,37,,,,Tennessee,122,8,12,8,0,652.925,No
3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,,Canada,2,1,4,4,0,53.118,Yes
0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,,,California,30,6,8,3,0,193.193,Yes
1,0,0,2,0,0,0,0,0,0,0,0,0,1,6,,1,,United Kingdom,3,8,7,1,0,90.909,No
19,0,0,0,26,10,68,1,0,0,0,0,0,0,0,,1,,Poland,228,8,10,19,0,1961.128,No
5,0,0,51,4,0,1,1,0,0,0,0,2,0,74,1,1,6,Florida,25,8,6,5,0,389.61,No
1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,111,6,3,1,0,38.961,Yes
2,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,1,,United Kingdom,30,6,8,2,0,181.818,No
5,0,0,53,1,0,0,0,0,0,2,0,0,0,35,,,,Spain,49,7,7,5,0,439.92,No
7,1,0,41,16,0,5,0,0,0,0,0,0,0,0,,,,Georgia,17,4,7,7,0,765.661,No
4,4,0,27,27,0,0,0,0,0,3,0,0,0,0,1,1,,Brazil,166,6,5,4,0,371.891,No
1,0,0,3,0,1,0,0,0,0,0,0,0,0,11,,,,Brazil,0,0,1,1,0,12.987,Yes
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Philippines,1,1,1,1,1,15.574,Yes
2,0,0,1,15,1,0,0,0,3,2,0,0,47,0,1,,,California,212,7,4,2,0,49.348,No
1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,,,,Egypt,6,0,11,13,0,632.112,Yes
26,9,0,40,1,0,0,0,0,1,0,0,0,0,2,1,,,United Kingdom,87,2,16,12,15,817.193,No
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,,Belgium,32,1,1,1,0,12.987,Yes
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,,Canada,0,0,1,1,0,12.987,Yes
6,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,,,Maine,0,0,1,1,5,25.922,Yes
1,0,0,2,1,0,0,1,0,25,0,0,0,6,3,,,,New York,16,7,7,1,0,90.909,No
4,0,0,25,0,0,0,0,0,0,0,0,0,0,6,,,,New Zealand,233,7,6,4,0,155.844,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Missouri,0,0,1,1,0,12.987,Yes
1,0,0,25,0,0,0,0,0,0,0,0,0,89,9,1,2,3,Netherlands,0,7,7,1,0,90.909,No
0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,,,,South Africa,90,4,4,2,0,77.922,Yes
1,0,0,11,0,0,0,0,0,0,0,0,0,0,2,,,,Texas,35,7,8,1,0,90.909,No
27,1,1,281,0,0,758,0,0,0,0,0,0,0,107,,2,,Germany,63,5,10,28,0,757.497,Yes
1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,Australia,30,1,1,1,0,12.987,Yes
1,0,0,5,1,0,0,0,1,9,0,0,0,0,9,,,2,Georgia,4,0,1,1,0,12.987,Yes
10,16,0,13,0,0,0,0,0,0,0,0,0,0,0,1,,,New York,10,0,9,3,12,478.27,No
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Alaska,2,0,1,2,0,25.974,Yes
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,California,18,7,7,1,0,90.909,No
2,0,0,15,63,0,0,1,0,1,0,0,0,0,0,,3,,California,38,2,4,4,0,233.584,Yes
9,0,0,9,32,0,0,1,0,0,0,1,0,32,0,1,,,Maine,8,5,6,9,0,701.298,Yes
2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,,,New Jersey,44,7,6,2,0,155.844,No
1,0,0,3,5,0,0,0,0,31,0,0,0,0,3,,,1,Alabama,0,7,7,1,0,90.909,No
1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,,,,Thailand,152,6,2,1,0,25.974,No
3,0,0,12,2,0,0,0,0,0,0,0,0,0,0,,,,Nevada,48,1,1,4,0,51.948,Yes
12,0,0,33,220,0,35,0,0,0,0,0,0,0,0,,,,California,100,7,18,15,0,1247.662,No
5,0,0,8,60,0,0,1,0,0,4,0,0,0,8,,2,3,California,63,7,7,5,0,459.186,No
51,4,0,25,231,0,224,0,0,0,6,0,0,0,0,,,,Arizona,219,7,21,51,0,2741.661,No
1,0,0,22,9,0,0,0,0,48,2,1,0,0,0,2,1,,Florida,21,1,3,1,0,150.618,Yes
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,16,Florida,6,2,3,3,0,116.883,Yes
1,0,0,3,5,0,0,0,0,6,0,0,0,0,0,,,,Georgia,31,2,4,1,0,38.337,Yes
2,1,0,0,13,0,0,0,0,0,0,0,0,0,0,1,1,,Canada,5,6,7,2,0,181.818,No
1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,,,,Maldives,0,7,7,1,1,109.018,No
1,0,0,1,0,0,0,0,0,12,0,0,0,0,0,,,,Utah,0,7,7,1,0,90.909,No
12,0,0,22,0,0,0,0,0,70,0,1,0,0,22,,,,Alabama,212,7,11,12,0,904.54,No
1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,2,,,Illinois,149,7,4,1,0,129.87,No
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,,Florida,7,0,5,2,0,103.896,Yes
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Norway,44,7,8,1,0,90.675,No
5,2,0,10,19,0,0,0,0,18,0,0,0,16,0,1,,,Alaska,80,2,7,6,0,334.737,No
1,0,0,5,48,1,4,0,0,8,0,0,0,0,5,,,,New York,12,7,8,1,0,67.262,Yes
2,0,0,3,0,0,0,0,0,0,0,0,0,0,16,1,1,5,Australia,4,0,1,2,0,25.974,Yes
1,0,0,16,0,0,0,0,0,0,0,0,0,0,26,,,,United Kingdom,110,7,3,1,0,38.961,No
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Canada,0,1,2,1,0,25.974,Yes
3,0,0,78,1,0,1,0,0,0,0,0,0,0,0,,,,Germany,4,0,7,3,0,272.727,No
1,0,0,0,0,0,0,0,0,16,0,0,0,4,0,1,,,New Mexico,29,2,2,1,0,25.974,Yes
2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,,Mexico,13,7,7,2,0,181.818,No
13,2,1,10,0,1,0,0,0,0,0,0,0,0,0,2,1,,,99,7,4,30,0,1558.44,No
7,0,0,32,0,0,6,0,0,0,0,0,0,0,0,,1,2,Arizona,214,7,10,7,0,343.408,No
1,0,0,4,0,0,0,0,0,12,0,0,0,2,0,,,,California,87,7,4,1,0,51.948,No
1,9,0,6,20,0,0,0,0,0,0,0,0,0,6,,1,,Brazil,22,3,4,1,0,623.376,Yes
3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,,1,,Australia,0,7,7,3,0,272.727,No
17,3,0,38,27,0,0,1,0,0,0,0,0,0,0,,,,District of Columbia,49,1,7,17,0,1294.306,No
1,0,0,82,0,0,0,0,0,29,0,0,0,0,0,,,,California,70,7,5,1,0,64.935,No
1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,,,,Australia,117,5,2,1,0,25.974,Yes
17,3,0,9,0,0,0,0,0,0,37,0,0,5,10,,,2,Armenia,68,2,8,18,0,1167.101,No
8,2,0,48,101,0,7,0,0,0,0,1,0,0,2,,,,Australia,212,7,13,8,0,570.375,Yes
2,0,0,4,1,0,0,1,2,25,0,0,0,2,4,2,3,,Singapore,7,1,2,2,0,51.948,Yes
1,0,0,26,0,0,0,1,0,0,0,0,0,0,1,1,1,10,Illinois,60,7,6,1,0,74.022,No
1,0,0,6,0,0,0,0,0,11,0,0,0,7,0,,,,Canada,18,7,6,1,0,77.922,No
5,1,0,17,113,0,7,1,6,0,0,1,0,0,401,4,3,,Australia,48,7,7,6,0,467.493,No
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,0,4,5,2,0,129.87,Yes
4,2,0,2,28,3,0,1,0,0,0,0,0,0,0,,2,,India,22,1,4,6,0,232.245,Yes
8,2,0,41,1,0,0,1,0,2,2,1,0,99,48,1,2,,United Kingdom,220,7,1,26,0,103.896,No
1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia,0,1,2,1,0,25.974,Yes
5,0,0,4,0,0,0,0,4,0,0,0,0,0,13,,,2,Romania,0,0,1,5,0,64.935,Yes
6,1,0,20,0,0,90,0,0,0,0,0,0,0,3,,,,Texas,2,1,8,6,0,524.979,No
3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Colorado,0,7,7,5,0,454.545,No
4,0,0,9,21,2,0,0,0,0,0,0,0,2,0,1,1,,Maine,180,7,1,4,0,51.948,No
1,0,0,2,11,0,0,0,0,9,0,0,0,0,0,,,,California,11,1,2,1,0,25.974,Yes
21,2,0,16,154,0,1,0,0,0,0,1,1,227,0,,,,Australia,0,0,15,21,0,1686.139,No
2,0,0,1,0,0,0,0,0,14,0,0,0,9,0,,,,California,119,4,7,1,1,62.049,No
1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,,10,Florida,14,0,1,1,0,12.987,Yes
8,1,0,17,29,0,0,0,1,0,0,0,0,0,18,,,,Australia,134,4,6,8,0,446.771,No
1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,,,3,California,8,7,7,1,0,90.909,No
21,0,0,66,41,0,135,0,0,55,0,1,0,45,30,1,1,,Australia,61,4,10,21,0,1266.2,No
2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,,,,Germany,17,0,2,1,0,38.961,Yes
9,2,0,87,6,0,26,1,5,10,4,1,5,1,2,,,,California,196,7,10,10,0,460.681,No
2,0,1,13,0,0,0,0,0,0,0,0,0,0,0,1,1,,Switzerland,45,7,7,3,0,233.766,No
0,0,0,774,186,0,0,0,0,0,0,5,0,0,109,,,54,Australia,86,3,19,34,0,2314.325,Yes
2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,,,Arizona,0,3,4,2,0,103.896,Yes
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,Hungary,0,7,7,2,0,181.818,No
3,0,0,56,38,0,13,0,0,12,0,0,0,19,0,,,,Canada,167,7,7,3,0,181.779,No
20,6,0,3,31,0,6,0,0,8,0,0,0,132,0,,,,Belgium,93,3,8,23,0,1412.164,No
1,0,0,1,6,0,0,0,0,0,0,2,0,0,0,1,1,,Connecticut,0,0,3,1,0,92.885,Yes
1,0,0,7,0,0,0,0,0,0,0,0,0,4,3,1,1,,South Africa,1,0,1,1,0,12.987,Yes
1,0,0,6,1,0,0,1,0,67,0,0,0,33,0,,1,,Florida,12,3,7,1,0,65.429,No
1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,,,,Canada,0,0,1,1,0,12.987,Yes
2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,,,,Poland,0,0,2,2,0,38.961,Yes
1,0,0,19,5,0,0,0,0,0,0,0,0,0,0,1,1,18,Netherlands,0,7,7,1,0,90.909,No
7,2,0,46,7,0,0,0,0,63,0,0,0,0,9,1,1,,Australia,152,5,11,9,0,706.641,No
3,6,0,1,76,0,0,0,0,0,0,0,0,0,0,,,,Louisiana,188,6,7,12,0,681.317,Yes
1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,,,,Puerto Rico,0,3,4,1,0,51.948,Yes
1,0,0,2,0,0,0,0,0,0,0,1,0,0,8,,,,Romania,0,0,1,1,0,12.987,Yes
1,0,0,58,11,0,0,0,0,0,0,0,0,0,0,1,1,12,Netherlands,0,7,7,1,0,90.909,No
1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,Canada,1,1,2,1,0,25.974,Yes
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,Arizona,0,0,1,1,0,12.987,Yes
1,0,0,19,0,1,0,1,0,71,0,0,1,0,2,,2,,Canada,12,7,6,1,0,77.922,No
4,0,0,38,15,0,0,0,0,0,0,0,0,0,0,2,2,,Colorado,187,6,13,4,0,315.302,No
1,11,0,31,46,0,0,0,0,0,0,0,0,156,0,,,,Arizona,72,5,7,12,0,917.345,Yes
2,0,0,9,0,0,0,0,0,4,0,0,0,1,14,,,,Hungary,188,7,1,2,0,25.974,No
6,0,0,6,3,0,0,0,0,0,0,0,0,0,0,,1,,Australia,211,7,2,6,0,62.907,No
3,0,0,7,7,0,0,0,0,1,0,0,0,0,0,,2,,Texas,0,0,8,3,0,270.361,No
1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,1,2,France,7,7,7,1,0,90.909,No
1,0,0,9,14,0,0,0,0,0,0,0,0,0,0,,,,New York,0,7,7,1,0,90.909,No
2,0,0,42,0,0,0,0,0,0,3,0,0,0,1,1,,,Arizona,65,2,9,4,0,336.349,No
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Colorado,81,3,1,2,0,124.644,Yes
2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,,,,Philippines,0,0,2,2,0,25.87,Yes
4,2,1,54,129,0,2,0,0,0,0,0,0,0,2,,,,Denmark,131,7,10,6,0,449.137,No
1,0,0,42,1,0,6,1,0,0,0,0,0,0,50,,,,Colorado,7,7,7,1,0,90.909,No
3,5,0,27,8,1,2,1,0,1,2,3,0,0,20,4,5,,,220,7,4,3,0,174.668,No
15,0,0,25,97,0,194,1,13,4,21,2,0,0,205,2,1,3,Romania,15,1,10,15,0,1006.954,No
1,8,0,3,0,0,0,0,0,0,0,2,0,0,0,,,,Philippines,15,1,4,9,0,88.634,Yes
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,France,12,0,2,3,0,28.197,Yes
1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,,1,,Brazil,9,0,1,1,0,12.987,Yes
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,,Texas,7,4,5,1,0,64.935,Yes
1,0,0,17,1,0,18,0,0,18,0,0,0,0,0,,,,Connecticut,21,7,6,1,0,77.922,No
1,0,0,16,0,0,0,0,0,131,0,0,0,299,0,1,,,California,0,7,7,1,0,90.909,No
25,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,,Japan,0,0,5,26,0,1327.313,Yes
1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,1,,Mauritius,3,2,3,1,0,38.961,Yes
1,0,0,1,12,0,0,0,0,23,0,0,0,0,0,,,,,105,7,4,1,0,48.048,No
22,3,0,6,39,0,0,0,0,0,7,0,0,0,0,,,,Bangladesh,134,5,15,23,0,807.859,No
1,0,0,1,0,0,0,0,3,0,0,0,0,0,7,1,1,,France,0,2,3,1,0,38.961,Yes
2,0,0,29,0,0,0,1,0,0,0,0,0,1,0,2,1,,Massachusetts,39,7,7,2,0,155.831,No
18,1,0,30,13,1,13,0,0,0,0,6,0,0,3,,,,Canada,31,3,10,18,0,310.57,No
9,1,0,84,0,0,18,0,0,673,0,0,0,1080,6,,,,United Kingdom,94,3,11,11,0,844.09,No
18,2,0,78,179,11,273,0,1,2,10,3,0,0,369,,,4,,15,7,6,20,0,1558.44,No
1,0,0,5,23,0,0,0,0,0,0,0,0,0,0,,,,Colorado,163,5,1,1,0,12.987,Yes
1,0,0,7,16,0,0,0,0,0,0,0,0,0,0,,,,Colorado,163,5,1,1,0,12.987,Yes
1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,Colorado,163,5,1,1,0,12.987,Yes
6,1,0,7,18,1,0,0,0,0,0,0,0,0,0,2,2,,Germany,174,7,3,7,0,173.29,No
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Colorado,0,7,7,1,0,90.909,No
2,0,0,3,0,0,0,0,0,49,0,0,0,6,2,,,,California,12,8,6,2,0,155.844,No
2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,Australia,7,2,3,4,0,155.844,Yes
1,0,0,9,19,0,0,0,0,0,0,0,0,0,0,,,,New Zealand,98,7,3,1,0,38.961,No
5,0,0,1,3,0,0,0,0,2,0,2,0,0,3,1,1,,Italy,50,2,3,5,0,126.88,Yes
3,1,0,14,0,0,0,0,0,0,0,0,0,0,0,1,,,Ohio,0,7,8,3,0,301.808,No
6,0,0,12,1,0,0,0,0,5,14,3,0,0,0,2,2,21,India,8,0,1,6,0,77.922,Yes
2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,France,1,7,7,2,0,181.818,No
8,11,0,23,145,0,0,0,0,0,0,0,0,0,0,1,1,,Illinois,123,7,12,12,0,707.72,No
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,United Kingdom,0,0,9,2,0,176.943,No
8,0,0,133,18,2,80,0,0,0,0,1,0,0,53,,,,New Zealand,124,7,9,8,0,681.46,No
1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,,,,Canada,29,7,6,1,0,77.922,No
2,0,0,5,0,1,0,0,0,3,0,0,0,1,0,,,,Switzerland,0,0,3,2,0,44.122,Yes
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,New Zealand,31,6,6,2,0,155.844,No
5,0,0,25,0,0,30,1,0,0,0,0,0,0,0,,,,France,6,7,6,5,0,389.61,No
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,,Florida,11,0,2,1,1,15.574,Yes
7,0,0,13,7,1,0,1,13,0,0,0,0,0,0,1,2,,California,164,6,2,6,0,64.48,No
1,0,0,1,0,1,6,0,0,2,0,0,0,0,2,,,,Brazil,3,7,6,1,0,77.922,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,North Macedonia,10,0,4,1,0,38.961,Yes
1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,Oregon,0,1,2,1,0,25.974,Yes
5,0,0,30,99,1,45,0,8,27,0,1,0,0,76,,,2,Canada,217,7,7,6,0,381.147,No
1,0,0,72,0,0,0,0,0,0,0,0,0,0,0,,,,California,10,7,6,1,0,77.922,No
0,0,0,31,2,0,0,1,0,31,0,0,0,4,0,,1,,California,10,0,7,1,0,75.959,Yes
2,0,0,3,1,0,0,0,0,0,0,0,0,40,0,,,,Oregon,5,3,4,2,0,103.896,Yes
1,0,0,7,0,0,0,0,0,0,0,0,0,0,5,1,1,,United Kingdom,0,0,1,1,0,12.987,Yes
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,,Illinois,149,7,4,4,0,105.872,No
4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,1,,Canada,0,0,1,1,3,20.748,Yes
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,North Carolina,0,2,3,1,0,38.961,Yes
1,0,0,1,0,0,0,0,0,4,0,0,0,0,2,,1,,California,0,2,3,1,0,38.961,Yes
2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,,,Pennsylvania,129,5,1,2,0,25.974,Yes
3,0,0,12,56,0,0,0,0,4,6,0,0,0,1,,,,Colorado,0,2,8,3,0,241.319,No
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,Illinois,0,0,1,1,1,15.574,Yes
10,3,0,65,84,0,0,0,0,89,0,0,0,48,22,,,,California,61,2,10,10,0,620.061,No
3,0,0,5,38,0,0,0,0,0,0,0,0,0,0,,,,Hawaii,4,0,9,2,1,99.853,Yes
4,0,0,0,0,0,5,0,0,1,0,0,0,0,0,,,,Connecticut,127,8,7,4,0,267.02,No
5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,,,,Alabama,6,0,2,3,2,42.64,Yes
1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,1,,Germany,31,7,7,2,0,155.844,No
3,0,0,46,53,0,0,0,0,0,8,0,0,0,0,,,2,California,0,0,8,3,0,216.476,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,Tennessee,0,0,1,1,0,12.987,Yes
1,0,0,141,25,0,128,0,0,0,0,0,0,0,51,2,,2,New Zealand,14,2,7,1,0,73.177,No
1,0,0,4,0,0,0,0,0,174,0,0,0,0,5,1,1,,India,36,4,7,2,0,176.644,Yes
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,California,0,0,1,2,0,25.974,Yes
1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,,,,Australia,43,7,5,1,0,64.935,No
1,0,0,33,20,0,0,0,0,0,0,0,0,0,6,1,1,8,Texas,5,5,5,1,0,64.935,Yes
7,0,0,15,50,0,0,0,0,0,0,0,0,0,0,2,1,,New York,162,7,1,7,0,64.935,No
15,1,0,4,2,5,0,0,0,0,0,0,0,0,0,,,,Australia,123,7,10,15,0,1039.025,No
6,1,0,34,1,0,126,0,0,218,0,0,0,0,0,,,,Alabama,44,7,7,7,0,545.337,No
7,1,1,25,28,0,0,0,0,0,2,0,0,0,0,3,,,Arizona,38,2,9,8,0,520.338,No
9,58,0,776,32,0,0,0,0,0,0,2,0,0,0,,,,California,68,3,7,9,0,3748.94,No
3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,,California,0,0,2,3,0,38.961,Yes
1,0,0,24,8,0,0,0,2,1,0,0,0,1,9,,,,Belgium,1,7,6,1,0,77.922,No
85,5,1,115,57,0,0,1,1,0,21,5,0,0,10,2,2,30,,165,7,9,90,0,6779.513,No
1,0,0,1,3,0,0,0,0,5,0,0,0,0,0,1,1,,Switzerland,63,2,1,1,0,12.987,Yes
36,6,0,60,45,0,28,1,75,1,0,0,0,5,180,,,,Argentina,108,7,6,36,0,2319.655,No
